,"('I', 'I')","('I', 'B')","('I', 'J')","('I', 'A')","('I', 'C')","('I', 'G')","('I', 'E')","('I', 'F')","('I', 'H')","('I', 'D')","('B', 'I')","('B', 'B')","('B', 'J')","('B', 'A')","('B', 'C')","('B', 'G')","('B', 'E')","('B', 'F')","('B', 'H')","('B', 'D')","('J', 'I')","('J', 'B')","('J', 'J')","('J', 'A')","('J', 'C')","('J', 'G')","('J', 'E')","('J', 'F')","('J', 'H')","('J', 'D')","('A', 'I')","('A', 'B')","('A', 'J')","('A', 'A')","('A', 'C')","('A', 'G')","('A', 'E')","('A', 'F')","('A', 'H')","('A', 'D')","('C', 'I')","('C', 'B')","('C', 'J')","('C', 'A')","('C', 'C')","('C', 'G')","('C', 'E')","('C', 'F')","('C', 'H')","('C', 'D')","('G', 'I')","('G', 'B')","('G', 'J')","('G', 'A')","('G', 'C')","('G', 'G')","('G', 'E')","('G', 'F')","('G', 'H')","('G', 'D')","('E', 'I')","('E', 'B')","('E', 'J')","('E', 'A')","('E', 'C')","('E', 'G')","('E', 'E')","('E', 'F')","('E', 'H')","('E', 'D')","('F', 'I')","('F', 'B')","('F', 'J')","('F', 'A')","('F', 'C')","('F', 'G')","('F', 'E')","('F', 'F')","('F', 'H')","('F', 'D')","('H', 'I')","('H', 'B')","('H', 'J')","('H', 'A')","('H', 'C')","('H', 'G')","('H', 'E')","('H', 'F')","('H', 'H')","('H', 'D')","('D', 'I')","('D', 'B')","('D', 'J')","('D', 'A')","('D', 'C')","('D', 'G')","('D', 'E')","('D', 'F')","('D', 'H')","('D', 'D')"
10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,13.094304566778266,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.011647870223289,0.0,0.0,,0.0,,0.0,10.904925124490397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.037260313668911,0.0,0.0,0.0,0.0,0.0,10.904925124490397,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.094304566778266,0.0,0.0,11.037260313668911,0.0,0.0,,0.0,0.0,0.0,0.0,9.011647870223289,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,13.094304566778266,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,9.011647870223289,0.0,0.0,,0.0,,0.0,10.904925124490397,0.0,13.921795677048454,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.037260313668911,0.0,0.0,0.0,0.0,0.0,10.904925124490397,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.094304566778266,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,0.0,0.0,0.0,0.0,9.011647870223289,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,13.094304566778266,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.011647870223289,0.0,,,0.0,,0.0,10.904925124490397,0.0,13.921795677048454,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.037260313668911,0.0,0.0,0.0,0.0,0.0,10.904925124490397,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.094304566778266,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,0.0,0.0,0.0,0.0,9.011647870223289,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,13.094304566778266,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,9.011647870223289,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.037260313668911,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,13.094304566778266,0.0,,11.037260313668911,0.0,0.0,,0.0,0.0,0.0,0.0,9.011647870223289,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,13.094304566778266,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.011647870223289,0.0,0.0,,0.0,,0.0,10.904925124490397,0.0,13.921795677048454,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.037260313668911,0.0,0.0,0.0,0.0,0.0,10.904925124490397,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.094304566778266,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,0.0,0.0,0.0,0.0,9.011647870223289,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,13.094304566778266,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.011647870223289,0.0,0.0,,0.0,,0.0,10.904925124490397,0.0,13.921795677048454,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.037260313668911,0.0,0.0,0.0,0.0,0.0,10.904925124490397,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.094304566778266,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,0.0,0.0,0.0,0.0,9.011647870223289,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,13.094304566778266,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.011647870223289,0.0,0.0,,0.0,,0.0,10.904925124490397,0.0,13.921795677048454,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.037260313668911,0.0,0.0,0.0,0.0,0.0,10.904925124490397,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,13.094304566778266,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,0.0,0.0,0.0,,9.011647870223289,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,13.094304566778266,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.011647870223289,0.0,0.0,,0.0,,0.0,10.904925124490397,0.0,13.921795677048454,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,11.037260313668911,0.0,0.0,0.0,0.0,0.0,10.904925124490397,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.094304566778266,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,0.0,0.0,0.0,0.0,9.011647870223289,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,13.094304566778266,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.011647870223289,0.0,0.0,,0.0,,0.0,10.904925124490397,0.0,13.921795677048454,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,11.037260313668911,0.0,0.0,0.0,0.0,0.0,10.904925124490397,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.094304566778266,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,0.0,0.0,0.0,0.0,9.011647870223289,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,9.011647870223289,0.0,0.0,,0.0,,0.0,,0.0,13.921795677048454,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,0.0,0.0,0.0,0.0,9.011647870223289,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,13.094304566778266,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.011647870223289,0.0,0.0,,0.0,,0.0,10.904925124490397,0.0,13.921795677048454,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,0.0,10.904925124490397,0.0,,13.341104266407502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,0.0,13.094304566778266,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,0.0,0.0,0.0,0.0,9.011647870223289,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,13.094304566778266,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.011647870223289,,,,0.0,,0.0,10.904925124490397,0.0,13.921795677048454,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,0.0,10.904925124490397,0.0,,13.341104266407502,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,0.0,13.094304566778266,0.0,13.921795677048454,11.037260313668911,,0.0,,0.0,0.0,0.0,0.0,9.011647870223289,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,
22,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,13.094304566778266,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.011647870223289,0.0,0.0,,0.0,,0.0,10.904925124490397,0.0,13.921795677048454,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,0.0,10.904925124490397,0.0,,13.341104266407502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,0.0,13.094304566778266,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,0.0,0.0,0.0,0.0,9.011647870223289,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,13.094304566778266,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.011647870223289,0.0,,,0.0,,0.0,10.904925124490397,0.0,13.921795677048454,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,10.904925124490397,0.0,,13.341104266407502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,0.0,13.094304566778266,0.0,13.921795677048454,,0.0,0.0,,0.0,0.0,0.0,0.0,9.011647870223289,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,13.094304566778266,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.011647870223289,0.0,,,0.0,,0.0,10.904925124490397,0.0,13.921795677048454,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,0.0,10.904925124490397,0.0,,13.341104266407502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,0.0,13.094304566778266,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,0.0,0.0,0.0,0.0,9.011647870223289,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,13.094304566778266,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,9.011647870223289,0.0,0.0,,,,0.0,10.904925124490397,0.0,13.921795677048454,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,0.0,10.904925124490397,0.0,,13.341104266407502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,0.0,13.094304566778266,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,0.0,,0.0,0.0,9.011647870223289,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
26,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,13.094304566778266,0.0,0.0,0.0,0.0,,5.265359696838637,0.0,0.0,0.0,0.0,9.011647870223289,0.0,,,5.265359696838637,,0.0,10.904925124490397,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,0.0,10.904925124490397,0.0,,13.341104266407502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.341104266407502,,0.0,8.701809671168826,0.0,0.0,13.094304566778266,0.0,,11.037260313668911,0.0,0.0,,0.0,0.0,0.0,0.0,9.011647870223289,0.0,0.0,0.0,8.701809671168826,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27,,7.7787134167164185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7787134167164185,,0.0,,0.0,,0.0,13.094304566778266,0.0,0.0,0.0,0.0,,5.265359696838637,0.0,0.0,0.0,0.0,9.011647870223289,0.0,0.0,,5.265359696838637,,0.0,10.904925124490397,0.0,13.921795677048454,5.297972194380703,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,0.0,10.904925124490397,0.0,,13.341104266407502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.341104266407502,,0.0,,0.0,0.0,13.094304566778266,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,0.0,0.0,0.0,0.0,9.011647870223289,5.297972194380703,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
28,,7.7787134167164185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.7787134167164185,,0.0,,0.0,,0.0,13.094304566778266,0.0,10.449414806032166,0.0,0.0,,5.265359696838637,0.0,0.0,0.0,0.0,9.011647870223289,0.0,0.0,,5.265359696838637,,0.0,10.904925124490397,0.0,13.921795677048454,5.297972194380703,,0.0,0.0,0.0,0.0,,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,0.0,10.904925124490397,0.0,,13.341104266407502,0.0,11.881619584333132,0.0,0.0,0.0,0.0,0.0,0.0,13.341104266407502,,0.0,8.701809671168826,0.0,0.0,13.094304566778266,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,0.0,0.0,0.0,0.0,9.011647870223289,5.297972194380703,0.0,11.881619584333132,8.701809671168826,0.0,,0.0,,10.449414806032166,0.0,,0.0,0.0,0.0,0.0,0.0,
29,,7.7787134167164185,0.0,0.0,0.0,0.0,0.0,0.0,,14.852215206607578,7.7787134167164185,,0.0,,0.0,,0.0,13.094304566778266,0.0,,0.0,0.0,,5.265359696838637,0.0,12.759999115462449,0.0,0.0,9.011647870223289,0.0,0.0,,5.265359696838637,,0.0,10.904925124490397,0.0,,5.297972194380703,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,12.759999115462449,10.904925124490397,0.0,,13.341104266407502,0.0,11.881619584333132,0.0,0.0,0.0,0.0,0.0,0.0,13.341104266407502,,0.0,8.701809671168826,0.0,0.0,13.094304566778266,0.0,,11.037260313668911,0.0,0.0,,0.0,0.0,,0.0,9.011647870223289,5.297972194380703,0.0,11.881619584333132,8.701809671168826,0.0,,0.0,14.852215206607578,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
30,,7.7787134167164185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.852215206607578,7.7787134167164185,,0.0,,0.0,,0.0,13.094304566778266,0.0,10.449414806032166,0.0,0.0,,5.265359696838637,0.0,12.759999115462449,0.0,0.0,9.011647870223289,0.0,0.0,,5.265359696838637,,0.0,,0.0,13.921795677048454,5.297972194380703,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,12.759999115462449,,0.0,,13.341104266407502,0.0,11.881619584333132,0.0,0.0,0.0,0.0,0.0,0.0,13.341104266407502,,0.0,8.701809671168826,0.0,0.0,13.094304566778266,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,0.0,0.0,0.0,0.0,9.011647870223289,5.297972194380703,0.0,11.881619584333132,8.701809671168826,0.0,,0.0,14.852215206607578,10.449414806032166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
31,,7.7787134167164185,0.0,,0.0,0.0,0.0,0.0,0.0,14.852215206607578,7.7787134167164185,,0.0,,0.0,,0.0,13.094304566778266,0.0,10.449414806032166,0.0,0.0,,5.265359696838637,0.0,12.759999115462449,0.0,0.0,9.011647870223289,,,,5.265359696838637,,12.415504997598328,10.904925124490397,0.0,13.921795677048454,5.297972194380703,0.0,0.0,0.0,0.0,12.415504997598328,,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,12.759999115462449,10.904925124490397,0.0,,13.341104266407502,0.0,11.881619584333132,0.0,0.0,0.0,0.0,0.0,0.0,13.341104266407502,,0.0,8.701809671168826,0.0,0.0,13.094304566778266,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,0.0,0.0,0.0,0.0,9.011647870223289,5.297972194380703,0.0,11.881619584333132,8.701809671168826,0.0,,0.0,14.852215206607578,10.449414806032166,,0.0,0.0,0.0,0.0,0.0,0.0,
32,,7.7787134167164185,0.0,0.0,,0.0,0.0,0.0,0.0,14.852215206607578,7.7787134167164185,,0.0,,0.0,,0.0,13.094304566778266,0.0,10.449414806032166,0.0,0.0,,5.265359696838637,0.0,12.759999115462449,0.0,0.0,9.011647870223289,0.0,0.0,,5.265359696838637,,12.415504997598328,10.904925124490397,0.0,13.921795677048454,5.297972194380703,0.0,,0.0,0.0,12.415504997598328,,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,12.759999115462449,10.904925124490397,0.0,,13.341104266407502,0.0,11.881619584333132,0.0,0.0,0.0,0.0,0.0,0.0,13.341104266407502,,0.0,8.701809671168826,0.0,0.0,13.094304566778266,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,0.0,0.0,0.0,0.0,9.011647870223289,5.297972194380703,0.0,11.881619584333132,8.701809671168826,0.0,,0.0,14.852215206607578,10.449414806032166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
33,,7.7787134167164185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.852215206607578,7.7787134167164185,,,,0.0,,0.0,13.094304566778266,0.0,10.449414806032166,0.0,,,5.265359696838637,0.0,12.759999115462449,0.0,0.0,9.011647870223289,0.0,0.0,,5.265359696838637,,12.415504997598328,10.904925124490397,0.0,13.921795677048454,5.297972194380703,0.0,0.0,0.0,0.0,12.415504997598328,,0.0,0.0,,0.0,0.0,0.0,,12.759999115462449,10.904925124490397,0.0,,13.341104266407502,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,13.341104266407502,,0.0,8.701809671168826,0.0,0.0,13.094304566778266,0.0,13.921795677048454,,0.0,0.0,,0.0,,0.0,0.0,9.011647870223289,5.297972194380703,0.0,,8.701809671168826,0.0,,0.0,14.852215206607578,10.449414806032166,0.0,0.0,0.0,0.0,0.0,,0.0,
