,"('K', 'K')","('K', 'N')","('K', 'A')","('K', 'B')","('K', 'F')","('K', 'I')","('K', 'G')","('K', 'L')","('K', 'J')","('K', 'E')","('K', 'D')","('K', 'O')","('K', 'H')","('K', 'M')","('K', 'C')","('N', 'K')","('N', 'N')","('N', 'A')","('N', 'B')","('N', 'F')","('N', 'I')","('N', 'G')","('N', 'L')","('N', 'J')","('N', 'E')","('N', 'D')","('N', 'O')","('N', 'H')","('N', 'M')","('N', 'C')","('A', 'K')","('A', 'N')","('A', 'A')","('A', 'B')","('A', 'F')","('A', 'I')","('A', 'G')","('A', 'L')","('A', 'J')","('A', 'E')","('A', 'D')","('A', 'O')","('A', 'H')","('A', 'M')","('A', 'C')","('B', 'K')","('B', 'N')","('B', 'A')","('B', 'B')","('B', 'F')","('B', 'I')","('B', 'G')","('B', 'L')","('B', 'J')","('B', 'E')","('B', 'D')","('B', 'O')","('B', 'H')","('B', 'M')","('B', 'C')","('F', 'K')","('F', 'N')","('F', 'A')","('F', 'B')","('F', 'F')","('F', 'I')","('F', 'G')","('F', 'L')","('F', 'J')","('F', 'E')","('F', 'D')","('F', 'O')","('F', 'H')","('F', 'M')","('F', 'C')","('I', 'K')","('I', 'N')","('I', 'A')","('I', 'B')","('I', 'F')","('I', 'I')","('I', 'G')","('I', 'L')","('I', 'J')","('I', 'E')","('I', 'D')","('I', 'O')","('I', 'H')","('I', 'M')","('I', 'C')","('G', 'K')","('G', 'N')","('G', 'A')","('G', 'B')","('G', 'F')","('G', 'I')","('G', 'G')","('G', 'L')","('G', 'J')","('G', 'E')","('G', 'D')","('G', 'O')","('G', 'H')","('G', 'M')","('G', 'C')","('L', 'K')","('L', 'N')","('L', 'A')","('L', 'B')","('L', 'F')","('L', 'I')","('L', 'G')","('L', 'L')","('L', 'J')","('L', 'E')","('L', 'D')","('L', 'O')","('L', 'H')","('L', 'M')","('L', 'C')","('J', 'K')","('J', 'N')","('J', 'A')","('J', 'B')","('J', 'F')","('J', 'I')","('J', 'G')","('J', 'L')","('J', 'J')","('J', 'E')","('J', 'D')","('J', 'O')","('J', 'H')","('J', 'M')","('J', 'C')","('E', 'K')","('E', 'N')","('E', 'A')","('E', 'B')","('E', 'F')","('E', 'I')","('E', 'G')","('E', 'L')","('E', 'J')","('E', 'E')","('E', 'D')","('E', 'O')","('E', 'H')","('E', 'M')","('E', 'C')","('D', 'K')","('D', 'N')","('D', 'A')","('D', 'B')","('D', 'F')","('D', 'I')","('D', 'G')","('D', 'L')","('D', 'J')","('D', 'E')","('D', 'D')","('D', 'O')","('D', 'H')","('D', 'M')","('D', 'C')","('O', 'K')","('O', 'N')","('O', 'A')","('O', 'B')","('O', 'F')","('O', 'I')","('O', 'G')","('O', 'L')","('O', 'J')","('O', 'E')","('O', 'D')","('O', 'O')","('O', 'H')","('O', 'M')","('O', 'C')","('H', 'K')","('H', 'N')","('H', 'A')","('H', 'B')","('H', 'F')","('H', 'I')","('H', 'G')","('H', 'L')","('H', 'J')","('H', 'E')","('H', 'D')","('H', 'O')","('H', 'H')","('H', 'M')","('H', 'C')","('M', 'K')","('M', 'N')","('M', 'A')","('M', 'B')","('M', 'F')","('M', 'I')","('M', 'G')","('M', 'L')","('M', 'J')","('M', 'E')","('M', 'D')","('M', 'O')","('M', 'H')","('M', 'M')","('M', 'C')","('C', 'K')","('C', 'N')","('C', 'A')","('C', 'B')","('C', 'F')","('C', 'I')","('C', 'G')","('C', 'L')","('C', 'J')","('C', 'E')","('C', 'D')","('C', 'O')","('C', 'H')","('C', 'M')","('C', 'C')"
10,,0.0,,,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,0.0,,4.96921177879121,,,,,,,,,,0.0,,,4.306135258436866,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,9.272948151106249,0.0,0.0,,,,0.0,4.306135258436866,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,,,,0.0,0.0,0.0,,0.0,,4.96921177879121,,,0.0,0.0,,9.272948151106249,,0.0,
11,,0.0,,,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,0.0,,4.96921177879121,,,,,,,,,,0.0,,,4.306135258436866,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,9.272948151106249,0.0,0.0,,,,0.0,4.306135258436866,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,,,,11.128490477670148,0.0,0.0,,0.0,,4.96921177879121,,,0.0,0.0,,9.272948151106249,,11.128490477670148,
12,,0.0,,,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,0.0,,4.96921177879121,,,,,,,,,,8.364480681578453,,,4.306135258436866,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,,0.0,0.0,0.0,,,,,8.364480681578453,,,,,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,9.272948151106249,0.0,0.0,,,,0.0,4.306135258436866,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,,,,11.128490477670148,0.0,0.0,,0.0,,4.96921177879121,,,0.0,0.0,,9.272948151106249,,11.128490477670148,
13,,0.0,,,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,0.0,,4.96921177879121,,,,,,,,,,8.364480681578453,,,4.306135258436866,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,,0.0,0.0,0.0,,,,,8.364480681578453,,,,,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,9.272948151106249,0.0,0.0,,,,0.0,4.306135258436866,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,,,,11.128490477670148,0.0,0.0,,0.0,,4.96921177879121,,,0.0,0.0,,9.272948151106249,,11.128490477670148,
14,,0.0,,,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,5.478070154289215,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,0.0,,4.96921177879121,,,,,,,,,,8.364480681578453,,,4.306135258436866,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,,0.0,0.0,5.478070154289215,,,,,8.364480681578453,,,,,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,9.272948151106249,0.0,0.0,,,,0.0,4.306135258436866,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,,,,11.128490477670148,0.0,0.0,,0.0,,4.96921177879121,,,0.0,0.0,,9.272948151106249,,11.128490477670148,
15,,0.0,,,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,5.478070154289215,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,0.0,,4.96921177879121,,,,,,,,,,8.364480681578453,,,4.306135258436866,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,,0.0,0.0,5.478070154289215,,,,,8.364480681578453,,,,,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,9.272948151106249,0.0,0.0,,,,0.0,4.306135258436866,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,,,,11.128490477670148,0.0,0.0,,0.0,,4.96921177879121,,,0.0,0.0,,9.272948151106249,,11.128490477670148,
16,,0.0,,,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,5.478070154289215,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,0.0,,4.96921177879121,,,,,,,,,,8.364480681578453,,,4.306135258436866,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,,0.0,0.0,5.478070154289215,,,,,8.364480681578453,,,,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,9.272948151106249,0.0,0.0,,,,0.0,4.306135258436866,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,,,,11.128490477670148,0.0,0.0,,0.0,,4.96921177879121,,,0.0,0.0,,9.272948151106249,,11.128490477670148,
17,,0.0,,,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,5.478070154289215,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,0.0,,4.96921177879121,,,,,,,,,,8.364480681578453,,,4.306135258436866,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,,0.0,0.0,5.478070154289215,,,,,8.364480681578453,,,,,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,9.272948151106249,0.0,0.0,,,,0.0,4.306135258436866,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,,,,11.128490477670148,0.0,0.0,,0.0,,4.96921177879121,,,0.0,0.0,,9.272948151106249,,11.128490477670148,
18,,0.0,,,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,5.478070154289215,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,0.0,,4.96921177879121,,,,,,,,,,8.364480681578453,,,4.306135258436866,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,,0.0,0.0,5.478070154289215,,,,,8.364480681578453,,,,,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,9.272948151106249,0.0,0.0,,,,0.0,4.306135258436866,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,,,,11.128490477670148,0.0,0.0,,0.0,,4.96921177879121,,,0.0,0.0,,9.272948151106249,,11.128490477670148,
19,,0.0,,,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,5.478070154289215,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,0.0,,4.96921177879121,,,,,,,,,,8.364480681578453,,,4.306135258436866,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,,0.0,0.0,5.478070154289215,,,,,8.364480681578453,,,,,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,9.272948151106249,0.0,0.0,,,,0.0,4.306135258436866,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,,,,11.128490477670148,0.0,0.0,,0.0,,4.96921177879121,,,0.0,0.0,,9.272948151106249,,11.128490477670148,
20,,0.0,,,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,,11.777919007789142,0.0,0.0,,0.0,,5.478070154289215,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,11.777919007789142,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,0.0,,4.96921177879121,,,,,,,,,,8.364480681578453,,,4.306135258436866,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,,0.0,0.0,5.478070154289215,,,,,8.364480681578453,,,,,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,9.272948151106249,0.0,0.0,,,,0.0,4.306135258436866,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,,,,11.128490477670148,0.0,0.0,,0.0,,4.96921177879121,,,0.0,0.0,,9.272948151106249,,11.128490477670148,
21,,0.0,,,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,,11.777919007789142,0.0,0.0,,0.0,,5.478070154289215,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,11.777919007789142,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,0.0,,4.96921177879121,,,,,,,,,,8.364480681578453,,,4.306135258436866,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,,0.0,0.0,5.478070154289215,,,,,8.364480681578453,,,,,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,9.272948151106249,0.0,0.0,,,,0.0,4.306135258436866,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,,,,11.128490477670148,0.0,0.0,,0.0,,4.96921177879121,,,0.0,0.0,,9.272948151106249,,11.128490477670148,
