,"('F', 'F')","('F', 'A')","('F', 'H')","('F', 'C')","('F', 'J')","('F', 'D')","('F', 'G')","('F', 'I')","('F', 'E')","('F', 'B')","('A', 'F')","('A', 'A')","('A', 'H')","('A', 'C')","('A', 'J')","('A', 'D')","('A', 'G')","('A', 'I')","('A', 'E')","('A', 'B')","('H', 'F')","('H', 'A')","('H', 'H')","('H', 'C')","('H', 'J')","('H', 'D')","('H', 'G')","('H', 'I')","('H', 'E')","('H', 'B')","('C', 'F')","('C', 'A')","('C', 'H')","('C', 'C')","('C', 'J')","('C', 'D')","('C', 'G')","('C', 'I')","('C', 'E')","('C', 'B')","('J', 'F')","('J', 'A')","('J', 'H')","('J', 'C')","('J', 'J')","('J', 'D')","('J', 'G')","('J', 'I')","('J', 'E')","('J', 'B')","('D', 'F')","('D', 'A')","('D', 'H')","('D', 'C')","('D', 'J')","('D', 'D')","('D', 'G')","('D', 'I')","('D', 'E')","('D', 'B')","('G', 'F')","('G', 'A')","('G', 'H')","('G', 'C')","('G', 'J')","('G', 'D')","('G', 'G')","('G', 'I')","('G', 'E')","('G', 'B')","('I', 'F')","('I', 'A')","('I', 'H')","('I', 'C')","('I', 'J')","('I', 'D')","('I', 'G')","('I', 'I')","('I', 'E')","('I', 'B')","('E', 'F')","('E', 'A')","('E', 'H')","('E', 'C')","('E', 'J')","('E', 'D')","('E', 'G')","('E', 'I')","('E', 'E')","('E', 'B')","('B', 'F')","('B', 'A')","('B', 'H')","('B', 'C')","('B', 'J')","('B', 'D')","('B', 'G')","('B', 'I')","('B', 'E')","('B', 'B')"
10,,0.0,0.0,11.037260313668911,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,10.904925124490397,0.0,0.0,,0.0,0.0,,0.0,9.011647870223289,0.0,,0.0,0.0,0.0,11.037260313668911,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.011647870223289,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.904925124490397,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,,13.921795677048454,0.0,,0.0,0.0,0.0,0.0,0.0,,13.921795677048454,,0.0,0.0,0.0,0.0,10.904925124490397,0.0,0.0,,0.0,0.0,,0.0,9.011647870223289,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.011647870223289,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.904925124490397,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,,13.921795677048454,0.0,,0.0,0.0,0.0,0.0,0.0,,13.921795677048454,,0.0,0.0,0.0,0.0,10.904925124490397,0.0,0.0,,0.0,0.0,,0.0,9.011647870223289,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.011647870223289,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.904925124490397,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,
13,,,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,9.011647870223289,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.011647870223289,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14,,13.921795677048454,0.0,,0.0,0.0,0.0,0.0,0.0,,13.921795677048454,,0.0,0.0,0.0,0.0,10.904925124490397,0.0,0.0,,0.0,0.0,,0.0,9.011647870223289,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.011647870223289,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.904925124490397,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,,13.921795677048454,0.0,,0.0,0.0,0.0,0.0,0.0,,13.921795677048454,,0.0,0.0,0.0,0.0,10.904925124490397,0.0,0.0,,0.0,0.0,,0.0,9.011647870223289,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.011647870223289,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.904925124490397,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,,13.921795677048454,0.0,,0.0,0.0,0.0,0.0,0.0,,13.921795677048454,,0.0,0.0,0.0,0.0,10.904925124490397,0.0,0.0,,0.0,0.0,,0.0,9.011647870223289,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.011647870223289,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.904925124490397,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,
17,,13.921795677048454,0.0,,0.0,0.0,0.0,0.0,0.0,,13.921795677048454,,0.0,0.0,0.0,0.0,10.904925124490397,0.0,0.0,,0.0,0.0,,0.0,9.011647870223289,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,9.011647870223289,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.904925124490397,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18,,13.921795677048454,0.0,,0.0,0.0,0.0,0.0,0.0,,13.921795677048454,,0.0,0.0,0.0,,10.904925124490397,0.0,0.0,,0.0,0.0,,0.0,9.011647870223289,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.011647870223289,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.904925124490397,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,,13.921795677048454,0.0,,0.0,0.0,0.0,0.0,0.0,,13.921795677048454,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,9.011647870223289,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.011647870223289,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,
20,,13.921795677048454,0.0,,0.0,0.0,0.0,0.0,0.0,,13.921795677048454,,0.0,0.0,0.0,0.0,10.904925124490397,0.0,0.0,,0.0,0.0,,0.0,9.011647870223289,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.011647870223289,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.904925124490397,0.0,0.0,0.0,0.0,,0.0,13.341104266407502,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.341104266407502,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,
21,,13.921795677048454,0.0,,0.0,0.0,,0.0,0.0,,13.921795677048454,,0.0,0.0,0.0,0.0,10.904925124490397,0.0,0.0,,0.0,0.0,,0.0,9.011647870223289,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.011647870223289,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,10.904925124490397,0.0,0.0,,0.0,,0.0,13.341104266407502,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.341104266407502,0.0,,0.0,,,0.0,,0.0,,,0.0,0.0,
22,,13.921795677048454,0.0,,0.0,0.0,0.0,0.0,0.0,,13.921795677048454,,0.0,0.0,0.0,0.0,10.904925124490397,0.0,0.0,,0.0,0.0,,0.0,9.011647870223289,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.011647870223289,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.904925124490397,0.0,0.0,0.0,0.0,,0.0,13.341104266407502,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.341104266407502,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,
23,,13.921795677048454,0.0,,0.0,0.0,0.0,0.0,0.0,,13.921795677048454,,0.0,0.0,0.0,0.0,10.904925124490397,0.0,0.0,,0.0,0.0,,0.0,9.011647870223289,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.011647870223289,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.904925124490397,0.0,0.0,0.0,0.0,,0.0,13.341104266407502,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.341104266407502,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,
24,,13.921795677048454,0.0,,0.0,0.0,0.0,0.0,0.0,,13.921795677048454,,0.0,0.0,0.0,0.0,10.904925124490397,0.0,0.0,,0.0,0.0,,0.0,9.011647870223289,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.011647870223289,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.904925124490397,0.0,0.0,0.0,0.0,,0.0,13.341104266407502,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.341104266407502,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,
25,,13.921795677048454,0.0,,0.0,,0.0,0.0,0.0,,13.921795677048454,,0.0,0.0,,0.0,10.904925124490397,0.0,0.0,,0.0,0.0,,0.0,9.011647870223289,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.011647870223289,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.904925124490397,0.0,0.0,0.0,0.0,,0.0,13.341104266407502,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.341104266407502,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,
26,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,5.265359696838637,0.0,10.904925124490397,0.0,0.0,,0.0,0.0,,0.0,9.011647870223289,0.0,0.0,0.0,8.701809671168826,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,5.265359696838637,9.011647870223289,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.904925124490397,0.0,0.0,0.0,0.0,,0.0,13.341104266407502,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8.701809671168826,0.0,0.0,0.0,13.341104266407502,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,
27,,13.921795677048454,0.0,,0.0,0.0,0.0,0.0,0.0,,13.921795677048454,,5.297972194380703,0.0,5.265359696838637,0.0,10.904925124490397,0.0,0.0,,0.0,5.297972194380703,,0.0,9.011647870223289,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.265359696838637,9.011647870223289,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.904925124490397,0.0,0.0,0.0,0.0,,0.0,13.341104266407502,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.7787134167164185,0.0,0.0,,0.0,0.0,0.0,13.341104266407502,0.0,,0.0,,,0.0,0.0,0.0,0.0,,7.7787134167164185,0.0,
28,,13.921795677048454,0.0,,0.0,0.0,0.0,0.0,0.0,,13.921795677048454,,5.297972194380703,0.0,5.265359696838637,,10.904925124490397,0.0,0.0,,0.0,5.297972194380703,,0.0,9.011647870223289,0.0,11.881619584333132,0.0,8.701809671168826,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.265359696838637,9.011647870223289,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,10.449414806032166,0.0,10.904925124490397,11.881619584333132,0.0,0.0,0.0,,0.0,13.341104266407502,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,7.7787134167164185,0.0,0.0,8.701809671168826,0.0,0.0,0.0,13.341104266407502,0.0,,0.0,,,0.0,0.0,0.0,10.449414806032166,,7.7787134167164185,0.0,
29,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,5.297972194380703,0.0,5.265359696838637,0.0,10.904925124490397,0.0,0.0,,0.0,5.297972194380703,,0.0,9.011647870223289,0.0,11.881619584333132,,8.701809671168826,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.265359696838637,9.011647870223289,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,14.852215206607578,0.0,,0.0,10.904925124490397,11.881619584333132,0.0,,0.0,,0.0,13.341104266407502,,0.0,0.0,,0.0,0.0,14.852215206607578,0.0,,0.0,7.7787134167164185,0.0,0.0,8.701809671168826,0.0,0.0,0.0,13.341104266407502,0.0,,0.0,,,0.0,0.0,0.0,,,7.7787134167164185,0.0,
30,,13.921795677048454,0.0,,0.0,0.0,0.0,0.0,0.0,,13.921795677048454,,5.297972194380703,0.0,5.265359696838637,0.0,,0.0,0.0,,0.0,5.297972194380703,,0.0,9.011647870223289,0.0,11.881619584333132,0.0,8.701809671168826,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.265359696838637,9.011647870223289,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,14.852215206607578,0.0,10.449414806032166,0.0,,11.881619584333132,0.0,,0.0,,0.0,13.341104266407502,,0.0,0.0,0.0,0.0,0.0,14.852215206607578,0.0,,0.0,7.7787134167164185,0.0,0.0,8.701809671168826,0.0,0.0,0.0,13.341104266407502,0.0,,0.0,,,0.0,0.0,0.0,10.449414806032166,,7.7787134167164185,0.0,
31,,13.921795677048454,0.0,,0.0,0.0,0.0,0.0,0.0,,13.921795677048454,,5.297972194380703,12.415504997598328,5.265359696838637,0.0,10.904925124490397,0.0,0.0,,0.0,5.297972194380703,,0.0,9.011647870223289,0.0,11.881619584333132,0.0,8.701809671168826,0.0,,12.415504997598328,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,5.265359696838637,9.011647870223289,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,14.852215206607578,0.0,10.449414806032166,0.0,10.904925124490397,11.881619584333132,0.0,,0.0,,0.0,13.341104266407502,,0.0,0.0,0.0,0.0,0.0,14.852215206607578,0.0,,0.0,7.7787134167164185,0.0,0.0,8.701809671168826,0.0,0.0,0.0,13.341104266407502,0.0,,0.0,,,0.0,,0.0,10.449414806032166,,7.7787134167164185,0.0,
32,,13.921795677048454,0.0,,0.0,0.0,0.0,0.0,0.0,,13.921795677048454,,5.297972194380703,12.415504997598328,5.265359696838637,0.0,10.904925124490397,0.0,0.0,,0.0,5.297972194380703,,0.0,9.011647870223289,0.0,11.881619584333132,0.0,8.701809671168826,0.0,,12.415504997598328,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,5.265359696838637,9.011647870223289,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,14.852215206607578,0.0,10.449414806032166,0.0,10.904925124490397,11.881619584333132,0.0,,0.0,,0.0,13.341104266407502,,0.0,0.0,0.0,,0.0,14.852215206607578,0.0,,0.0,7.7787134167164185,0.0,0.0,8.701809671168826,0.0,0.0,0.0,13.341104266407502,0.0,,0.0,,,0.0,0.0,0.0,10.449414806032166,,7.7787134167164185,0.0,
