,"('D', 'D')","('D', 'I')","('D', 'J')","('D', 'G')","('D', 'C')","('D', 'F')","('D', 'H')","('D', 'B')","('D', 'A')","('D', 'E')","('I', 'D')","('I', 'I')","('I', 'J')","('I', 'G')","('I', 'C')","('I', 'F')","('I', 'H')","('I', 'B')","('I', 'A')","('I', 'E')","('J', 'D')","('J', 'I')","('J', 'J')","('J', 'G')","('J', 'C')","('J', 'F')","('J', 'H')","('J', 'B')","('J', 'A')","('J', 'E')","('G', 'D')","('G', 'I')","('G', 'J')","('G', 'G')","('G', 'C')","('G', 'F')","('G', 'H')","('G', 'B')","('G', 'A')","('G', 'E')","('C', 'D')","('C', 'I')","('C', 'J')","('C', 'G')","('C', 'C')","('C', 'F')","('C', 'H')","('C', 'B')","('C', 'A')","('C', 'E')","('F', 'D')","('F', 'I')","('F', 'J')","('F', 'G')","('F', 'C')","('F', 'F')","('F', 'H')","('F', 'B')","('F', 'A')","('F', 'E')","('H', 'D')","('H', 'I')","('H', 'J')","('H', 'G')","('H', 'C')","('H', 'F')","('H', 'H')","('H', 'B')","('H', 'A')","('H', 'E')","('B', 'D')","('B', 'I')","('B', 'J')","('B', 'G')","('B', 'C')","('B', 'F')","('B', 'H')","('B', 'B')","('B', 'A')","('B', 'E')","('A', 'D')","('A', 'I')","('A', 'J')","('A', 'G')","('A', 'C')","('A', 'F')","('A', 'H')","('A', 'B')","('A', 'A')","('A', 'E')","('E', 'D')","('E', 'I')","('E', 'J')","('E', 'G')","('E', 'C')","('E', 'F')","('E', 'H')","('E', 'B')","('E', 'A')","('E', 'E')"
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.904925124490397,,,,,,,,,,,,,,,,,,,13.094304566778266,,,,,,,,,,,,,,,,,,13.094304566778266,,,11.394267984578835,,,,,10.904925124490397,,,,11.394267984578835,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,9.011647870223289,,,,,,,,,,,,10.904925124490397,,,,,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,13.921795677048454,,,,9.011647870223289,,,,,,,,,,,,,13.094304566778266,,,11.394267984578835,,,,,10.904925124490397,,13.921795677048454,,11.394267984578835,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,9.011647870223289,,,,,,,,,,,,10.904925124490397,,,,,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,13.921795677048454,,,,9.011647870223289,,,,,,,,,,,,,13.094304566778266,,,11.394267984578835,,,,,10.904925124490397,,13.921795677048454,,11.394267984578835,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,9.011647870223289,,,,,,,,,,,,10.904925124490397,,,,,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,13.921795677048454,,,,9.011647870223289,,,,,,,,,,,,,13.094304566778266,,,11.394267984578835,,,,,10.904925124490397,,13.921795677048454,,11.394267984578835,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,9.011647870223289,,,,,,,,,,,,10.904925124490397,,,,,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,13.921795677048454,,,,9.011647870223289,,,,,,,,,,,,,13.094304566778266,,,11.394267984578835,,,,,10.904925124490397,,13.921795677048454,,11.394267984578835,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,9.011647870223289,,,,,,,,,,,,10.904925124490397,,,,,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,13.921795677048454,,,,9.011647870223289,,,,,,,,,,,,,13.094304566778266,,,11.394267984578835,,,,,10.904925124490397,,13.921795677048454,,11.394267984578835,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,9.011647870223289,,,,,,,,,,,,,,,,,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,13.921795677048454,,,,9.011647870223289,,,,,,,,,,,,,13.094304566778266,,,11.394267984578835,,,,,,,13.921795677048454,,11.394267984578835,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,9.011647870223289,,,,,,,,,,,,10.904925124490397,13.341104266407502,,,,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,13.921795677048454,,,,9.011647870223289,,,,,,,,,,,,,13.094304566778266,,,11.394267984578835,,,,,10.904925124490397,,13.921795677048454,,11.394267984578835,,,,,,13.341104266407502,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,9.011647870223289,,,,,,,,,,,,10.904925124490397,13.341104266407502,,,,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,13.921795677048454,,,,9.011647870223289,,,,,,,,,,,,,13.094304566778266,,,11.394267984578835,,,,,10.904925124490397,,13.921795677048454,,11.394267984578835,,,,,,13.341104266407502,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,9.011647870223289,,,,,,,,,,,12.588073671297673,10.904925124490397,13.341104266407502,,,,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,13.921795677048454,,,,9.011647870223289,,,,,,,,,,,12.588073671297673,,13.094304566778266,,,11.394267984578835,,,,,10.904925124490397,,13.921795677048454,,11.394267984578835,,,,,,13.341104266407502,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,9.011647870223289,,,,,,,,,,,12.588073671297673,10.904925124490397,13.341104266407502,,,,,,,,,,,,,,,,,,13.094304566778266,13.921795677048454,,,,9.011647870223289,,,,,,,,,,,12.588073671297673,,13.094304566778266,,,11.394267984578835,,,,,10.904925124490397,,13.921795677048454,,11.394267984578835,,,,,,13.341104266407502,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,9.011647870223289,,,,,,,,,,,12.588073671297673,10.904925124490397,13.341104266407502,,,,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,13.921795677048454,,,,9.011647870223289,,,,,,,,,,,12.588073671297673,,13.094304566778266,,,11.394267984578835,,,,,10.904925124490397,,13.921795677048454,,11.394267984578835,,,,,,13.341104266407502,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,9.011647870223289,,,,,,,,,,,12.588073671297673,10.904925124490397,13.341104266407502,,,,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,13.921795677048454,,,,9.011647870223289,,,,,,,,,,,12.588073671297673,,13.094304566778266,,,11.394267984578835,,,,,10.904925124490397,,13.921795677048454,,11.394267984578835,,,,,,13.341104266407502,,,,,,
26,,,,,,,,,,,,,,,,,,,,,,,,,,,9.011647870223289,,,,,,,,,,,12.588073671297673,10.904925124490397,13.341104266407502,,,,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,13.921795677048454,,,,9.011647870223289,,,,,,,8.701809671168826,,,,12.588073671297673,,13.094304566778266,,,11.394267984578835,,,,,10.904925124490397,,13.921795677048454,,11.394267984578835,,,,,,13.341104266407502,,,8.701809671168826,,,
27,,,,,,,,,,,,,,,,,,7.7787134167164185,,,,,,,,,9.011647870223289,,5.265359696838637,,,,,,,,,12.588073671297673,10.904925124490397,13.341104266407502,,,,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,13.921795677048454,,,,9.011647870223289,,,,,,5.297972194380703,8.701809671168826,,7.7787134167164185,,12.588073671297673,,13.094304566778266,,,11.394267984578835,,,,5.265359696838637,10.904925124490397,,13.921795677048454,5.297972194380703,11.394267984578835,,,,,,13.341104266407502,,,8.701809671168826,,,
28,,,,,,,,10.449414806032166,,,,,,,,,,7.7787134167164185,,,,,,,,,9.011647870223289,,5.265359696838637,,,,,,,,11.881619584333132,12.588073671297673,10.904925124490397,,,,,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,13.921795677048454,,,,9.011647870223289,11.881619584333132,,,,,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,12.588073671297673,,13.094304566778266,,,,,,,5.265359696838637,10.904925124490397,,13.921795677048454,5.297972194380703,,,,,,,,,,8.701809671168826,,,
29,,14.852215206607578,,,,,,,,,14.852215206607578,,,,,,,7.7787134167164185,,,,,,,,,9.011647870223289,,5.265359696838637,,,,,,,,11.881619584333132,12.588073671297673,10.904925124490397,,,,,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,,,,,9.011647870223289,11.881619584333132,,,,,5.297972194380703,8.701809671168826,,7.7787134167164185,,12.588073671297673,,13.094304566778266,,,,,,,5.265359696838637,10.904925124490397,,,5.297972194380703,,,,,,,13.341104266407502,,,8.701809671168826,,,
30,,14.852215206607578,,,,,,10.449414806032166,,,14.852215206607578,,,,,,,7.7787134167164185,,,,,,,,,9.011647870223289,,5.265359696838637,,,,12.759999115462449,,,,11.881619584333132,12.588073671297673,,13.341104266407502,,,,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,13.921795677048454,,,,9.011647870223289,11.881619584333132,,,,,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,12.588073671297673,,13.094304566778266,,,11.394267984578835,,,,5.265359696838637,,,13.921795677048454,5.297972194380703,11.394267984578835,,,,,,13.341104266407502,,,8.701809671168826,,,
31,,14.852215206607578,,,,,,10.449414806032166,,,14.852215206607578,,,,,,,7.7787134167164185,,,,,,12.759999115462449,,,9.011647870223289,,5.265359696838637,,,,12.759999115462449,,,,11.881619584333132,12.588073671297673,10.904925124490397,13.341104266407502,,,,,,11.037260313668911,,,12.415504997598328,,,,,,11.037260313668911,,,13.094304566778266,13.921795677048454,,,,,11.881619584333132,,,,,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,12.588073671297673,,13.094304566778266,,,11.394267984578835,,,,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,11.394267984578835,,,,,,13.341104266407502,,,8.701809671168826,,,
32,,14.852215206607578,,,,,,10.449414806032166,,,14.852215206607578,,,,,,,7.7787134167164185,,,,,,12.759999115462449,,,9.011647870223289,,5.265359696838637,,,,,,,,11.881619584333132,12.588073671297673,10.904925124490397,13.341104266407502,,,,,,11.037260313668911,,,12.415504997598328,,,,,,11.037260313668911,,,13.094304566778266,13.921795677048454,,,,9.011647870223289,11.881619584333132,,,,,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,12.588073671297673,,13.094304566778266,,,11.394267984578835,,,,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,11.394267984578835,,,,,,13.341104266407502,,,8.701809671168826,,,
33,,14.852215206607578,,,,,,10.449414806032166,,,14.852215206607578,,,,,,,7.7787134167164185,,,,,,12.759999115462449,,,9.011647870223289,,5.265359696838637,,,,12.759999115462449,,,,,,10.904925124490397,13.341104266407502,,,,,,,,,12.415504997598328,,,,,,,,,13.094304566778266,13.921795677048454,,,,9.011647870223289,,,,,,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,,13.094304566778266,,,11.394267984578835,,,,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,11.394267984578835,,,,,,13.341104266407502,,,8.701809671168826,,,
34,,14.852215206607578,,,,,,10.449414806032166,,,14.852215206607578,,,,,,,7.7787134167164185,,,,,,,,,9.011647870223289,,5.265359696838637,,,,,,,,11.881619584333132,12.588073671297673,10.904925124490397,13.341104266407502,,,,,,11.037260313668911,,,12.415504997598328,,,,,,11.037260313668911,,,13.094304566778266,13.921795677048454,,,,9.011647870223289,11.881619584333132,,,,,,8.701809671168826,10.449414806032166,7.7787134167164185,,12.588073671297673,,13.094304566778266,,,11.394267984578835,,,,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,,11.394267984578835,,,,,,13.341104266407502,,,8.701809671168826,,,
35,,14.852215206607578,,,,,,10.449414806032166,,,14.852215206607578,,,,,,,7.7787134167164185,,,,,,,,,9.011647870223289,,5.265359696838637,,,,,,,,,12.588073671297673,10.904925124490397,13.341104266407502,,,,,,11.037260313668911,,,12.415504997598328,,,,,,11.037260313668911,,,13.094304566778266,13.921795677048454,,,,9.011647870223289,,,,,,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,12.588073671297673,,13.094304566778266,,,11.394267984578835,,,,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,11.394267984578835,,,,,,13.341104266407502,,,8.701809671168826,,,
36,,14.852215206607578,,,,,,10.449414806032166,,,14.852215206607578,,,,,,,7.7787134167164185,,,,,,12.759999115462449,,,9.011647870223289,,5.265359696838637,,,,12.759999115462449,,,,11.881619584333132,12.588073671297673,10.904925124490397,13.341104266407502,,,,,,11.037260313668911,,,12.415504997598328,,,,,,11.037260313668911,,,13.094304566778266,13.921795677048454,,,,9.011647870223289,11.881619584333132,,,,,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,12.588073671297673,,13.094304566778266,,,11.394267984578835,,,,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,11.394267984578835,,,,,,13.341104266407502,,,8.701809671168826,,,
37,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,14.852215206607578,,,,,,,7.7787134167164185,,,,,,12.759999115462449,,,9.011647870223289,,5.265359696838637,,,,12.759999115462449,,,,11.881619584333132,12.588073671297673,10.904925124490397,13.341104266407502,,,,,,11.037260313668911,,,12.415504997598328,,,,,,11.037260313668911,,,13.094304566778266,13.921795677048454,,7.278982756515468,,9.011647870223289,11.881619584333132,,,,,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,12.588073671297673,,13.094304566778266,,,11.394267984578835,,,,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,11.394267984578835,,,,,,13.341104266407502,,,8.701809671168826,,,
38,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,14.852215206607578,,,,5.788001980784582,,,7.7787134167164185,,,,,,12.759999115462449,,,9.011647870223289,,5.265359696838637,,,,12.759999115462449,,,,11.881619584333132,12.588073671297673,,13.341104266407502,,5.788001980784582,,,,11.037260313668911,,,12.415504997598328,,,,,,11.037260313668911,,,,13.921795677048454,,7.278982756515468,,9.011647870223289,11.881619584333132,,,,,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,12.588073671297673,,,,,11.394267984578835,,,,5.265359696838637,,12.415504997598328,13.921795677048454,5.297972194380703,11.394267984578835,,,,,,13.341104266407502,,,8.701809671168826,,,
39,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,14.852215206607578,,,,5.788001980784582,,,7.7787134167164185,,,,,,12.759999115462449,,,9.011647870223289,,5.265359696838637,,,,12.759999115462449,,,,11.881619584333132,12.588073671297673,10.904925124490397,13.341104266407502,,5.788001980784582,,,,11.037260313668911,,,12.415504997598328,,,,,,11.037260313668911,,,13.094304566778266,13.921795677048454,,7.278982756515468,,9.011647870223289,11.881619584333132,,,,,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,12.588073671297673,,13.094304566778266,,,11.394267984578835,,,,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,11.394267984578835,,,,,,13.341104266407502,,,8.701809671168826,,,
40,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,14.852215206607578,,,,5.788001980784582,,,7.7787134167164185,,,,,,12.759999115462449,,,,,5.265359696838637,,,,12.759999115462449,,,,11.881619584333132,12.588073671297673,10.904925124490397,13.341104266407502,,5.788001980784582,,,,11.037260313668911,,,12.415504997598328,,,,,,11.037260313668911,,,13.094304566778266,13.921795677048454,,7.278982756515468,,,11.881619584333132,,,,,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,12.588073671297673,,13.094304566778266,,,11.394267984578835,,,,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,11.394267984578835,,,,,,13.341104266407502,,,8.701809671168826,,,
41,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,14.852215206607578,,,,5.788001980784582,,13.218025940068083,7.7787134167164185,,,,,,12.759999115462449,,,9.011647870223289,,5.265359696838637,,,,12.759999115462449,,,,11.881619584333132,12.588073671297673,10.904925124490397,13.341104266407502,,5.788001980784582,,,,11.037260313668911,,,12.415504997598328,,,,,,11.037260313668911,,,13.094304566778266,13.921795677048454,,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,,,,,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,12.588073671297673,,13.094304566778266,,,11.394267984578835,,,,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,11.394267984578835,,,,,,13.341104266407502,,,8.701809671168826,,,
42,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,14.852215206607578,,,,5.788001980784582,,13.218025940068083,7.7787134167164185,,,,,,12.759999115462449,,,9.011647870223289,,5.265359696838637,,,,12.759999115462449,,,,11.881619584333132,,10.904925124490397,13.341104266407502,,5.788001980784582,,,,11.037260313668911,,,12.415504997598328,,,,,,11.037260313668911,,,13.094304566778266,13.921795677048454,,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,,,,,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,,13.094304566778266,,,11.394267984578835,,,,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,11.394267984578835,,,,,,13.341104266407502,,,8.701809671168826,,,
43,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,14.852215206607578,,,,5.788001980784582,,13.218025940068083,7.7787134167164185,,,,,,12.759999115462449,,,,,5.265359696838637,,,,12.759999115462449,,,,11.881619584333132,,10.904925124490397,13.341104266407502,,5.788001980784582,,,,11.037260313668911,,,12.415504997598328,,,,,,11.037260313668911,,,13.094304566778266,13.921795677048454,,7.278982756515468,13.218025940068083,,11.881619584333132,,,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,,13.094304566778266,11.981393949882268,,11.394267984578835,,,,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,11.394267984578835,,,,,,13.341104266407502,,,8.701809671168826,,,
44,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,14.852215206607578,,,,5.788001980784582,,13.218025940068083,7.7787134167164185,,,,,,,,,9.011647870223289,,5.265359696838637,,,,,,,,11.881619584333132,12.588073671297673,10.904925124490397,,,5.788001980784582,,,,11.037260313668911,,,12.415504997598328,5.96716376833464,,,,,11.037260313668911,,,13.094304566778266,,,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,,,,11.981393949882268,5.297972194380703,,10.449414806032166,7.7787134167164185,,12.588073671297673,,13.094304566778266,11.981393949882268,,11.394267984578835,,,,5.265359696838637,10.904925124490397,12.415504997598328,,5.297972194380703,11.394267984578835,,,,,,13.341104266407502,5.96716376833464,,,,,
45,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,14.852215206607578,,,,5.788001980784582,,13.218025940068083,7.7787134167164185,,,,,,,,,9.011647870223289,,5.265359696838637,,,,,,,,11.881619584333132,12.588073671297673,,,,5.788001980784582,,,,11.037260313668911,,,12.415504997598328,5.96716376833464,,,,,11.037260313668911,,,13.094304566778266,13.921795677048454,,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,,,,11.981393949882268,5.297972194380703,,10.449414806032166,7.7787134167164185,,12.588073671297673,,13.094304566778266,11.981393949882268,,11.394267984578835,,,,5.265359696838637,,12.415504997598328,13.921795677048454,5.297972194380703,11.394267984578835,,,,,,13.341104266407502,,,8.701809671168826,,,
46,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,13.85451747936807,14.852215206607578,,,,5.788001980784582,,13.218025940068083,7.7787134167164185,,,,,,12.759999115462449,,,9.011647870223289,,5.265359696838637,,,,12.759999115462449,,,,11.881619584333132,,10.904925124490397,13.341104266407502,,5.788001980784582,,,,11.037260313668911,,,12.415504997598328,5.96716376833464,,,,,11.037260313668911,,,13.094304566778266,13.921795677048454,,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,,,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,,13.094304566778266,11.981393949882268,,11.394267984578835,9.492090462838537,,,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,11.394267984578835,,,13.85451747936807,,,13.341104266407502,5.96716376833464,,8.701809671168826,9.492090462838537,,
47,,14.852215206607578,,,,,7.278982756515468,,,13.85451747936807,14.852215206607578,,,,5.788001980784582,,13.218025940068083,7.7787134167164185,,,,,,12.759999115462449,,,9.011647870223289,,5.265359696838637,,,,12.759999115462449,,,,11.881619584333132,12.588073671297673,10.904925124490397,,,5.788001980784582,,,,11.037260313668911,,,12.415504997598328,5.96716376833464,,,,,11.037260313668911,,,13.094304566778266,13.921795677048454,,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,,,,11.981393949882268,5.297972194380703,8.701809671168826,,7.7787134167164185,,12.588073671297673,,13.094304566778266,11.981393949882268,,11.394267984578835,,,,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,11.394267984578835,,,13.85451747936807,,,,5.96716376833464,,8.701809671168826,,,
