,"('H', 'H')","('H', 'E')","('H', 'A')","('H', 'B')","('H', 'F')","('H', 'G')","('H', 'I')","('H', 'D')","('H', 'C')","('H', 'J')","('E', 'H')","('E', 'E')","('E', 'A')","('E', 'B')","('E', 'F')","('E', 'G')","('E', 'I')","('E', 'D')","('E', 'C')","('E', 'J')","('A', 'H')","('A', 'E')","('A', 'A')","('A', 'B')","('A', 'F')","('A', 'G')","('A', 'I')","('A', 'D')","('A', 'C')","('A', 'J')","('B', 'H')","('B', 'E')","('B', 'A')","('B', 'B')","('B', 'F')","('B', 'G')","('B', 'I')","('B', 'D')","('B', 'C')","('B', 'J')","('F', 'H')","('F', 'E')","('F', 'A')","('F', 'B')","('F', 'F')","('F', 'G')","('F', 'I')","('F', 'D')","('F', 'C')","('F', 'J')","('G', 'H')","('G', 'E')","('G', 'A')","('G', 'B')","('G', 'F')","('G', 'G')","('G', 'I')","('G', 'D')","('G', 'C')","('G', 'J')","('I', 'H')","('I', 'E')","('I', 'A')","('I', 'B')","('I', 'F')","('I', 'G')","('I', 'I')","('I', 'D')","('I', 'C')","('I', 'J')","('D', 'H')","('D', 'E')","('D', 'A')","('D', 'B')","('D', 'F')","('D', 'G')","('D', 'I')","('D', 'D')","('D', 'C')","('D', 'J')","('C', 'H')","('C', 'E')","('C', 'A')","('C', 'B')","('C', 'F')","('C', 'G')","('C', 'I')","('C', 'D')","('C', 'C')","('C', 'J')","('J', 'H')","('J', 'E')","('J', 'A')","('J', 'B')","('J', 'F')","('J', 'G')","('J', 'I')","('J', 'D')","('J', 'C')","('J', 'J')"
15,,,,,,,,,,9.011647870223289,,,,,,,,,,,,,,11.394267984578835,13.921795677048454,10.904925124490397,,,,,,,11.394267984578835,,,,,,,,,,13.921795677048454,,,,,,11.037260313668911,,,,10.904925124490397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.037260313668911,,,,,,9.011647870223289,,,,,,,,,
16,,,,,,,,,,9.011647870223289,,,,,,,,,,,,,,11.394267984578835,13.921795677048454,10.904925124490397,,,,,,,11.394267984578835,,13.094304566778266,,,,,,,,13.921795677048454,13.094304566778266,,,,,11.037260313668911,,,,10.904925124490397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.037260313668911,,,,,,9.011647870223289,,,,,,,,,
17,,,,,,,,,,9.011647870223289,,,,,,,,,,,,,,11.394267984578835,13.921795677048454,10.904925124490397,,,,,,,11.394267984578835,,13.094304566778266,,,,,,,,13.921795677048454,13.094304566778266,,,,,,,,,10.904925124490397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.011647870223289,,,,,,,,,
18,,,,,,,,,,9.011647870223289,,,,,,,,,,,,,,11.394267984578835,13.921795677048454,10.904925124490397,,,,,,,11.394267984578835,,13.094304566778266,,,,,,,,13.921795677048454,13.094304566778266,,,,,11.037260313668911,,,,10.904925124490397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.037260313668911,,,,,,9.011647870223289,,,,,,,,,
19,,,,,,,,,,9.011647870223289,,,,,,,,,,,,,,,13.921795677048454,10.904925124490397,,,,,,,,,13.094304566778266,,,,,,,,13.921795677048454,13.094304566778266,,,,,,,,,10.904925124490397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.011647870223289,,,,,,,,,
20,,,,,,,,,,9.011647870223289,,,,,,13.341104266407502,,,,,,,,11.394267984578835,13.921795677048454,10.904925124490397,,,,,,,11.394267984578835,,13.094304566778266,,,,,,,,13.921795677048454,13.094304566778266,,,,,11.037260313668911,,,13.341104266407502,10.904925124490397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.037260313668911,,,,,,9.011647870223289,,,,,,,,,
21,,,,,,,,,,9.011647870223289,,,,,,13.341104266407502,,,,,,,,11.394267984578835,13.921795677048454,10.904925124490397,,,,,,,11.394267984578835,,13.094304566778266,,,,,,,,13.921795677048454,13.094304566778266,,,,,11.037260313668911,,,13.341104266407502,10.904925124490397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.037260313668911,,,,,,9.011647870223289,,,,,,,,,
22,,,,,,,,,,9.011647870223289,,,,,,13.341104266407502,,,,,,,,,,10.904925124490397,,,,,,,,,13.094304566778266,12.588073671297673,,,,,,,13.921795677048454,,,,,,11.037260313668911,,,13.341104266407502,10.904925124490397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.037260313668911,,,,,,9.011647870223289,,,,,,,,,
23,,,,,,,,,,9.011647870223289,,,,,,,,,,,,,,11.394267984578835,13.921795677048454,10.904925124490397,,,,,,,11.394267984578835,,13.094304566778266,12.588073671297673,,,,,,,13.921795677048454,13.094304566778266,,,,,11.037260313668911,,,13.341104266407502,10.904925124490397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.037260313668911,,,,,,9.011647870223289,,,,,,,,,
24,,,,,,,,,,9.011647870223289,,,,,,13.341104266407502,,,,,,,,11.394267984578835,13.921795677048454,10.904925124490397,,,,,,,11.394267984578835,,13.094304566778266,12.588073671297673,,,,,,,13.921795677048454,13.094304566778266,,,,,11.037260313668911,,,13.341104266407502,10.904925124490397,12.588073671297673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.037260313668911,,,,,,9.011647870223289,,,,,,,,,
25,,,,,,,,,,9.011647870223289,,,,,,13.341104266407502,,,,,,,,11.394267984578835,13.921795677048454,10.904925124490397,,,,5.265359696838637,,,11.394267984578835,,13.094304566778266,12.588073671297673,,,,,,,13.921795677048454,13.094304566778266,,,,,11.037260313668911,,,13.341104266407502,10.904925124490397,12.588073671297673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.037260313668911,,,,,,9.011647870223289,,5.265359696838637,,,,,,,
26,,8.701809671168826,,,,,,,,9.011647870223289,8.701809671168826,,,,,13.341104266407502,,,,,,,,11.394267984578835,13.921795677048454,10.904925124490397,,,,5.265359696838637,,,11.394267984578835,,13.094304566778266,12.588073671297673,,,,,,,13.921795677048454,,,,,,11.037260313668911,,,13.341104266407502,10.904925124490397,12.588073671297673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.037260313668911,,,,,,9.011647870223289,,5.265359696838637,,,,,,,
27,,8.701809671168826,5.297972194380703,,,,,,,9.011647870223289,,,,,,13.341104266407502,,,,,5.297972194380703,,,11.394267984578835,13.921795677048454,,,,,5.265359696838637,,,11.394267984578835,,13.094304566778266,12.588073671297673,,,,,,,13.921795677048454,13.094304566778266,,,,,11.037260313668911,,,13.341104266407502,10.904925124490397,12.588073671297673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.037260313668911,,,,,,9.011647870223289,,5.265359696838637,,,,,,,
28,,8.701809671168826,5.297972194380703,,,,,,,9.011647870223289,,,,,,13.341104266407502,,,,,5.297972194380703,,,11.394267984578835,13.921795677048454,10.904925124490397,,,,5.265359696838637,,,11.394267984578835,,13.094304566778266,12.588073671297673,,,,,,,13.921795677048454,13.094304566778266,,,,,11.037260313668911,,11.881619584333132,13.341104266407502,10.904925124490397,12.588073671297673,,,,,,,,,,,,,,,,,,,,10.449414806032166,,,,,,,,,,,11.037260313668911,,,,,,9.011647870223289,,5.265359696838637,,,,,,,
29,,8.701809671168826,5.297972194380703,,,,,,,9.011647870223289,8.701809671168826,,,,,13.341104266407502,,,,,5.297972194380703,,,11.394267984578835,13.921795677048454,,,,,5.265359696838637,,,11.394267984578835,,13.094304566778266,12.588073671297673,7.7787134167164185,10.449414806032166,,,,,13.921795677048454,13.094304566778266,,,,,11.037260313668911,,,13.341104266407502,,12.588073671297673,,,,,,,,,,7.7787134167164185,,,,14.852215206607578,,,,,,,,,14.852215206607578,,,,,,,,11.037260313668911,,,,,,9.011647870223289,,5.265359696838637,,,,,,,
30,,8.701809671168826,5.297972194380703,,,11.881619584333132,,,,9.011647870223289,8.701809671168826,,,,,13.341104266407502,,,,,5.297972194380703,,,11.394267984578835,13.921795677048454,10.904925124490397,,,,5.265359696838637,,,11.394267984578835,,13.094304566778266,12.588073671297673,,10.449414806032166,,,,,13.921795677048454,13.094304566778266,,,,,11.037260313668911,,11.881619584333132,13.341104266407502,10.904925124490397,12.588073671297673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.037260313668911,,,,,,9.011647870223289,,5.265359696838637,,,,,,,
31,,8.701809671168826,5.297972194380703,,,11.881619584333132,,,,9.011647870223289,8.701809671168826,,,,,13.341104266407502,,,,,5.297972194380703,,,11.394267984578835,13.921795677048454,10.904925124490397,,,12.415504997598328,5.265359696838637,,,11.394267984578835,,13.094304566778266,12.588073671297673,7.7787134167164185,10.449414806032166,,,,,13.921795677048454,13.094304566778266,,,,,11.037260313668911,,11.881619584333132,13.341104266407502,10.904925124490397,12.588073671297673,,,,,,,,,,7.7787134167164185,,,,14.852215206607578,,,,,,10.449414806032166,,,14.852215206607578,,,,,,12.415504997598328,,11.037260313668911,,,,,,9.011647870223289,,5.265359696838637,,,,,,,
32,,,5.297972194380703,,,11.881619584333132,,,,9.011647870223289,,,,,,13.341104266407502,,,,,5.297972194380703,,,,13.921795677048454,10.904925124490397,,,12.415504997598328,5.265359696838637,,,11.394267984578835,,13.094304566778266,12.588073671297673,7.7787134167164185,10.449414806032166,,,,,,13.094304566778266,,,,,11.037260313668911,,11.881619584333132,,10.904925124490397,12.588073671297673,,,,,,,,,,7.7787134167164185,,,,14.852215206607578,,,,,,10.449414806032166,,,14.852215206607578,,,,,,12.415504997598328,,11.037260313668911,,,,,,9.011647870223289,,5.265359696838637,,,,,,,
33,,8.701809671168826,5.297972194380703,,,11.881619584333132,,,,9.011647870223289,8.701809671168826,,,,,13.341104266407502,,,,,5.297972194380703,,,11.394267984578835,13.921795677048454,10.904925124490397,,,12.415504997598328,5.265359696838637,,,11.394267984578835,,13.094304566778266,12.588073671297673,7.7787134167164185,10.449414806032166,,,,,13.921795677048454,13.094304566778266,,,,,11.037260313668911,,11.881619584333132,13.341104266407502,10.904925124490397,12.588073671297673,,,,,,,,,,,,,,14.852215206607578,,,,,,10.449414806032166,,,14.852215206607578,,,,,,12.415504997598328,,11.037260313668911,,,,,,9.011647870223289,,5.265359696838637,,,,,,,
34,,8.701809671168826,5.297972194380703,,,11.881619584333132,,,,9.011647870223289,8.701809671168826,,,,,13.341104266407502,,,,,5.297972194380703,,,11.394267984578835,13.921795677048454,10.904925124490397,,,12.415504997598328,5.265359696838637,,,11.394267984578835,,13.094304566778266,12.588073671297673,7.7787134167164185,10.449414806032166,,,,,13.921795677048454,13.094304566778266,,,,,11.037260313668911,,11.881619584333132,13.341104266407502,10.904925124490397,12.588073671297673,,,,,,,,,,7.7787134167164185,,,,14.852215206607578,,,,,,10.449414806032166,,,14.852215206607578,,,,,,12.415504997598328,,11.037260313668911,,,,,,9.011647870223289,,5.265359696838637,,,,,,,
35,,8.701809671168826,5.297972194380703,,,11.881619584333132,,,,9.011647870223289,8.701809671168826,,,,,13.341104266407502,,,,,5.297972194380703,,,11.394267984578835,13.921795677048454,10.904925124490397,,,12.415504997598328,5.265359696838637,,,11.394267984578835,,13.094304566778266,12.588073671297673,7.7787134167164185,10.449414806032166,,,,,13.921795677048454,13.094304566778266,,,,,11.037260313668911,,11.881619584333132,13.341104266407502,10.904925124490397,12.588073671297673,,,,,,12.759999115462449,,,,7.7787134167164185,,,,14.852215206607578,,,,,,10.449414806032166,,,14.852215206607578,,,,,,12.415504997598328,,11.037260313668911,,,,,,,,5.265359696838637,,,12.759999115462449,,,,
36,,8.701809671168826,5.297972194380703,,,11.881619584333132,,,,9.011647870223289,8.701809671168826,,,,,13.341104266407502,,,,,5.297972194380703,,,11.394267984578835,13.921795677048454,10.904925124490397,,,12.415504997598328,5.265359696838637,,,11.394267984578835,,13.094304566778266,12.588073671297673,7.7787134167164185,10.449414806032166,,,,,13.921795677048454,13.094304566778266,,,,,11.037260313668911,,11.881619584333132,13.341104266407502,10.904925124490397,12.588073671297673,,,,,,12.759999115462449,,,,7.7787134167164185,,,,14.852215206607578,,,,,,10.449414806032166,,,14.852215206607578,,,,,,12.415504997598328,,11.037260313668911,,,,,,,,5.265359696838637,,,12.759999115462449,,,,
37,,8.701809671168826,,,,11.881619584333132,,7.278982756515468,,,8.701809671168826,,,,,,,,,,,,,11.394267984578835,13.921795677048454,10.904925124490397,,,12.415504997598328,,,,11.394267984578835,,13.094304566778266,12.588073671297673,7.7787134167164185,,,,,,13.921795677048454,13.094304566778266,,,,,11.037260313668911,,11.881619584333132,13.341104266407502,10.904925124490397,12.588073671297673,,,,,,12.759999115462449,,,,7.7787134167164185,,,,14.852215206607578,5.788001980784582,,7.278982756515468,,,10.449414806032166,,,14.852215206607578,,,,,,12.415504997598328,,11.037260313668911,,5.788001980784582,,,,,,,,,12.759999115462449,,,,
38,,,5.297972194380703,,,11.881619584333132,,7.278982756515468,,,8.701809671168826,,,,,13.341104266407502,,,,,5.297972194380703,,,11.394267984578835,13.921795677048454,10.904925124490397,,,12.415504997598328,5.265359696838637,,,11.394267984578835,,,12.588073671297673,7.7787134167164185,10.449414806032166,,,,,13.921795677048454,13.094304566778266,,,,,11.037260313668911,,11.881619584333132,13.341104266407502,10.904925124490397,12.588073671297673,,,,,,12.759999115462449,,,,7.7787134167164185,,,,14.852215206607578,5.788001980784582,,7.278982756515468,,,10.449414806032166,,,14.852215206607578,,,,,,12.415504997598328,,11.037260313668911,,5.788001980784582,,,,,,5.265359696838637,,,,,,,
39,,,5.297972194380703,,,11.881619584333132,,7.278982756515468,,,8.701809671168826,,,,,13.341104266407502,,,,,5.297972194380703,,,11.394267984578835,13.921795677048454,10.904925124490397,,,12.415504997598328,5.265359696838637,,,11.394267984578835,,13.094304566778266,12.588073671297673,7.7787134167164185,10.449414806032166,,,,,13.921795677048454,13.094304566778266,,,,,11.037260313668911,,,13.341104266407502,10.904925124490397,12.588073671297673,,,,,,12.759999115462449,,,,7.7787134167164185,,,,14.852215206607578,5.788001980784582,,7.278982756515468,,,10.449414806032166,,,14.852215206607578,,,,,,12.415504997598328,,11.037260313668911,,5.788001980784582,,,,,,5.265359696838637,,,,,,,
40,,8.701809671168826,5.297972194380703,,,,,7.278982756515468,,,,,,,,13.341104266407502,,,,,5.297972194380703,,,11.394267984578835,13.921795677048454,10.904925124490397,,,12.415504997598328,5.265359696838637,,,11.394267984578835,,13.094304566778266,12.588073671297673,7.7787134167164185,10.449414806032166,,,,,13.921795677048454,13.094304566778266,,,,,11.037260313668911,,11.881619584333132,13.341104266407502,10.904925124490397,12.588073671297673,,,,,,12.759999115462449,,,,7.7787134167164185,,,,,5.788001980784582,,7.278982756515468,,,10.449414806032166,,,,,,,,,12.415504997598328,,11.037260313668911,,5.788001980784582,,,,,,5.265359696838637,,,,,,,
41,,8.701809671168826,5.297972194380703,,,11.881619584333132,,7.278982756515468,,,8.701809671168826,,,,,13.341104266407502,,,,,5.297972194380703,,,11.394267984578835,13.921795677048454,10.904925124490397,,,12.415504997598328,5.265359696838637,,,11.394267984578835,,,12.588073671297673,7.7787134167164185,10.449414806032166,,,,,13.921795677048454,,,,,,11.037260313668911,,11.881619584333132,13.341104266407502,10.904925124490397,12.588073671297673,,,,,,12.759999115462449,,,,7.7787134167164185,,,,14.852215206607578,5.788001980784582,,,,,10.449414806032166,,,14.852215206607578,,,,,,12.415504997598328,,11.037260313668911,,5.788001980784582,,,,,,5.265359696838637,,,,,,,
42,,8.701809671168826,5.297972194380703,,,,,7.278982756515468,,9.011647870223289,,,,,,13.341104266407502,,,,,5.297972194380703,,,11.394267984578835,13.921795677048454,10.904925124490397,,,12.415504997598328,5.265359696838637,,,11.394267984578835,,13.094304566778266,12.588073671297673,7.7787134167164185,10.449414806032166,,,,,13.921795677048454,13.094304566778266,,,,,11.037260313668911,,11.881619584333132,13.341104266407502,10.904925124490397,12.588073671297673,,,,,,12.759999115462449,,,,7.7787134167164185,,,,,5.788001980784582,,7.278982756515468,,,10.449414806032166,,,,,,,,,12.415504997598328,,11.037260313668911,,5.788001980784582,,,,,,5.265359696838637,,,,,,,
43,,8.701809671168826,5.297972194380703,11.981393949882268,,11.881619584333132,,7.278982756515468,,9.011647870223289,8.701809671168826,,,,,13.341104266407502,,,,,5.297972194380703,,,11.394267984578835,13.921795677048454,10.904925124490397,,,12.415504997598328,5.265359696838637,11.981393949882268,,11.394267984578835,,13.094304566778266,12.588073671297673,7.7787134167164185,10.449414806032166,,,,,13.921795677048454,13.094304566778266,,,,,11.037260313668911,,,13.341104266407502,10.904925124490397,12.588073671297673,,,,,,12.759999115462449,,,,7.7787134167164185,,,,14.852215206607578,5.788001980784582,,7.278982756515468,,,10.449414806032166,,,14.852215206607578,,,,,,12.415504997598328,,11.037260313668911,,5.788001980784582,,,,9.011647870223289,,5.265359696838637,,,,,,,
44,,8.701809671168826,5.297972194380703,11.981393949882268,,11.881619584333132,,7.278982756515468,,,,,,,,,,,5.96716376833464,,5.297972194380703,,,11.394267984578835,13.921795677048454,,,,12.415504997598328,5.265359696838637,11.981393949882268,,11.394267984578835,,13.094304566778266,12.588073671297673,7.7787134167164185,10.449414806032166,,,,,13.921795677048454,13.094304566778266,,,,,11.037260313668911,,,13.341104266407502,,12.588073671297673,,,,,,12.759999115462449,13.218025940068083,,,7.7787134167164185,,,,14.852215206607578,5.788001980784582,,7.278982756515468,,,10.449414806032166,,,14.852215206607578,,,,,5.96716376833464,12.415504997598328,,11.037260313668911,,5.788001980784582,,,,9.011647870223289,,5.265359696838637,,,,,,,
45,,8.701809671168826,5.297972194380703,11.981393949882268,,,13.218025940068083,7.278982756515468,,9.011647870223289,8.701809671168826,,,,,13.341104266407502,,,5.96716376833464,,5.297972194380703,,,11.394267984578835,13.921795677048454,10.904925124490397,,,12.415504997598328,5.265359696838637,11.981393949882268,,11.394267984578835,,13.094304566778266,12.588073671297673,7.7787134167164185,10.449414806032166,,,,,13.921795677048454,13.094304566778266,,,,,,,11.881619584333132,,10.904925124490397,,,,,,,12.759999115462449,,,,7.7787134167164185,,,,14.852215206607578,5.788001980784582,,7.278982756515468,,,10.449414806032166,,,14.852215206607578,,,,,5.96716376833464,12.415504997598328,,,,5.788001980784582,,,,9.011647870223289,,5.265359696838637,,,,,,,
46,,8.701809671168826,5.297972194380703,11.981393949882268,,11.881619584333132,,,,9.011647870223289,,,,,,13.341104266407502,,13.85451747936807,5.96716376833464,,5.297972194380703,,,11.394267984578835,13.921795677048454,10.904925124490397,,,12.415504997598328,5.265359696838637,11.981393949882268,,11.394267984578835,,13.094304566778266,12.588073671297673,7.7787134167164185,10.449414806032166,,,,,13.921795677048454,13.094304566778266,,,,,11.037260313668911,,11.881619584333132,,10.904925124490397,12.588073671297673,,,,,,12.759999115462449,13.218025940068083,,,7.7787134167164185,,,,,5.788001980784582,,,13.85451747936807,,10.449414806032166,,,,,,,,5.96716376833464,12.415504997598328,,11.037260313668911,,5.788001980784582,,,,9.011647870223289,,5.265359696838637,,,,,,,
47,,,5.297972194380703,11.981393949882268,,11.881619584333132,,,,9.011647870223289,8.701809671168826,,,,,13.341104266407502,,13.85451747936807,5.96716376833464,,5.297972194380703,,,11.394267984578835,13.921795677048454,10.904925124490397,,,12.415504997598328,5.265359696838637,11.981393949882268,,11.394267984578835,,13.094304566778266,12.588073671297673,7.7787134167164185,10.449414806032166,,,,,13.921795677048454,13.094304566778266,,,,,11.037260313668911,,11.881619584333132,,10.904925124490397,12.588073671297673,,,,,,12.759999115462449,,,,7.7787134167164185,,,,14.852215206607578,,,,13.85451747936807,,10.449414806032166,,,14.852215206607578,,,,,5.96716376833464,12.415504997598328,,11.037260313668911,,,,,,,,5.265359696838637,,,,,,,
48,,8.701809671168826,5.297972194380703,11.981393949882268,,11.881619584333132,13.218025940068083,,,,8.701809671168826,,,,,13.341104266407502,,13.85451747936807,5.96716376833464,,5.297972194380703,,,11.394267984578835,13.921795677048454,10.904925124490397,,,12.415504997598328,5.265359696838637,11.981393949882268,,11.394267984578835,,13.094304566778266,12.588073671297673,7.7787134167164185,10.449414806032166,,,,,13.921795677048454,13.094304566778266,,,,,11.037260313668911,,11.881619584333132,13.341104266407502,10.904925124490397,12.588073671297673,,,,,,12.759999115462449,,,,,,,,14.852215206607578,5.788001980784582,,7.278982756515468,13.85451747936807,,10.449414806032166,,,14.852215206607578,,6.022102765198487,13.664836667552699,,5.96716376833464,12.415504997598328,,11.037260313668911,,5.788001980784582,6.022102765198487,,,9.011647870223289,,5.265359696838637,,,12.759999115462449,,13.664836667552699,,
